# Source: PRIMAP-hist v2.5 (Gütschow et al.),,,
# Unit: Mt CO2 per year (territorial),,,
country,year,co2_mt,yoy_change
Marshall Is,2016,0.19,4.52
Marshall Is,2017,0.2,7.23
Marshall Is,2018,0.19,-3.34
Marshall Is,2019,0.2,1.48
Marshall Is,2020,0.19,-1.69
Marshall Is,2021,0.2,3.31
Marshall Is,2022,0.21,3.99
Marshall Is,2023,0.2,-3.96
Tuvalu,1990,0.01,
Tuvalu,1991,0.01,-4.87
Tuvalu,1992,0.01,5.84
Tuvalu,1993,0.01,2.19
Tuvalu,1994,0.01,-3.66
Tuvalu,1995,0.01,6.97
Tuvalu,1996,0.01,-4.0
Tuvalu,1997,0.01,0.79
Tuvalu,1998,0.01,3.68
Tuvalu,1999,0.01,7.03
Tuvalu,2000,0.01,-3.5
Tuvalu,2001,0.01,3.02
Tuvalu,2002,0.01,-3.79
Tuvalu,2003,0.01,3.62
Tuvalu,2004,0.01,-2.69
Tuvalu,2005,0.01,2.99
Tuvalu,2006,0.01,5.42
Tuvalu,2007,0.01,-1.52
Tuvalu,2008,0.01,5.58
Tuvalu,2009,0.01,-3.76
Tuvalu,2010,0.01,1.05
Tuvalu,2011,0.01,5.52
Tuvalu,2012,0.01,-4.61
Tuvalu,2013,0.01,-1.69
Tuvalu,2014,0.01,9.95
Tuvalu,2015,0.01,-1.6
Tuvalu,2016,0.01,-6.74
Tuvalu,2017,0.01,8.12
Tuvalu,2018,0.01,-0.4
Tuvalu,2019,0.01,7.53
Tuvalu,2020,0.01,-6.18
Tuvalu,2021,0.01,1.39
Tuvalu,2022,0.01,-0.1
Tuvalu,2023,0.01,0.46
Bangladesh,1990,65.1,
Bangladesh,1991,64.45,-1.0
Bangladesh,1992,66.1,2.55
Bangladesh,1993,65.74,-0.55
Bangladesh,1994,66.78,1.59
Bangladesh,1995,67.46,1.02
Bangladesh,1996,70.51,4.52
Bangladesh,1997,71.0,0.69
Bangladesh,1998,70.64,-0.5
Bangladesh,1999,75.26,6.54
Bangladesh,2000,74.94,-0.42
Bangladesh,2001,74.92,-0.03
Bangladesh,2002,75.69,1.03
Bangladesh,2003,81.32,7.44
Bangladesh,2004,79.03,-2.82
Bangladesh,2005,80.46,1.8
Bangladesh,2006,73.96,-8.07
Bangladesh,2007,79.45,7.42
Bangladesh,2008,76.56,-3.64
Bangladesh,2009,81.69,6.7
Bangladesh,2010,84.54,3.49
Bangladesh,2011,82.75,-2.12
Bangladesh,2012,86.64,4.7
Bangladesh,2013,83.52,-3.6
Bangladesh,2014,88.52,5.99
Bangladesh,2015,83.78,-5.36
Bangladesh,2016,88.03,5.08
Bangladesh,2017,90.71,3.04
Bangladesh,2018,91.89,1.3
Bangladesh,2019,90.95,-1.03
Bangladesh,2020,97.51,7.22
Bangladesh,2021,91.85,-5.81
Bangladesh,2022,92.59,0.81
Bangladesh,2023,86.87,-6.17
Ethiopia,1990,16.22,
Ethiopia,1991,15.43,-4.88
Ethiopia,1992,15.24,-1.21
Ethiopia,1993,16.63,9.12
Ethiopia,1994,16.79,0.99
Ethiopia,1995,16.44,-2.08
Ethiopia,1996,15.87,-3.46
Ethiopia,1997,17.0,7.07
Ethiopia,1998,16.67,-1.94
Ethiopia,1999,16.58,-0.53
Ethiopia,2000,17.92,8.12
Ethiopia,2001,16.45,-8.2
Ethiopia,2002,18.08,9.88
Ethiopia,2003,18.22,0.79
Ethiopia,2004,19.29,5.86
Ethiopia,2005,18.55,-3.84
Ethiopia,2006,17.42,-6.08
Ethiopia,2007,18.3,5.02
Ethiopia,2008,19.0,3.86
Ethiopia,2009,19.37,1.92
Ethiopia,2010,19.93,2.91
Ethiopia,2011,18.41,-7.63
Ethiopia,2012,19.56,6.26
Ethiopia,2013,20.53,4.98
Ethiopia,2014,21.09,2.68
Ethiopia,2015,21.49,1.9
Ethiopia,2016,20.31,-5.49
Ethiopia,2017,21.43,5.52
Ethiopia,2018,22.02,2.76
Ethiopia,2019,21.9,-0.53
Ethiopia,2020,21.8,-0.45
Ethiopia,2021,22.07,1.24
Ethiopia,2022,21.22,-3.86
Ethiopia,2023,20.98,-1.13
Nepal,1990,10.09,
Nepal,1991,9.82,-2.64
Nepal,1992,10.04,2.25
Nepal,1993,10.0,-0.42
Nepal,1994,10.18,1.81
Nepal,1995,10.5,3.15
Nepal,1996,10.23,-2.57
Nepal,1997,10.7,4.61
Nepal,1998,10.89,1.72
Nepal,1999,10.91,0.19
Nepal,2000,10.81,-0.87
Nepal,2001,11.45,5.89
Nepal,2002,11.95,4.35
Nepal,2003,11.23,-5.99
Nepal,2004,11.99,6.77
Nepal,2005,12.0,0.08
Nepal,2006,10.88,-9.39
Nepal,2007,11.67,7.3
Nepal,2008,11.84,1.44
Nepal,2009,12.48,5.42
Nepal,2010,12.39,-0.72
Nepal,2011,12.62,1.88
Nepal,2012,12.81,1.5
Nepal,2013,12.36,-3.56
Nepal,2014,12.54,1.47
Nepal,2015,12.47,-0.49
Nepal,2016,13.01,4.28
Nepal,2017,13.15,1.12
Nepal,2018,13.4,1.84
Nepal,2019,13.16,-1.76
Nepal,2020,13.95,5.99
Nepal,2021,14.08,0.96
Nepal,2022,14.47,2.77
Nepal,2023,14.26,-1.51
Switzerland,1990,25.34,
Switzerland,1991,26.04,2.76
Switzerland,1992,26.32,1.08
Switzerland,1993,25.66,-2.51
Switzerland,1994,27.52,7.25
Switzerland,1995,28.2,2.48
Switzerland,1996,28.75,1.95
Switzerland,1997,27.5,-4.37
Switzerland,1998,28.06,2.06
Switzerland,1999,28.47,1.44
Switzerland,2000,28.44,-0.1
Switzerland,2001,29.3,3.03
Switzerland,2002,28.98,-1.08
Switzerland,2003,29.24,0.89
Switzerland,2004,31.31,7.06
Switzerland,2005,30.21,-3.5
Switzerland,2006,30.45,0.78
Switzerland,2007,31.52,3.53
Switzerland,2008,31.17,-1.11
Switzerland,2009,31.63,1.47
Switzerland,2010,31.62,-0.03
Switzerland,2011,30.83,-2.49
Switzerland,2012,32.3,4.75
Switzerland,2013,31.54,-2.35
Switzerland,2014,33.18,5.22
Switzerland,2015,32.12,-3.21
Switzerland,2016,34.55,7.56
Switzerland,2017,34.71,0.47
Switzerland,2018,34.56,-0.43
Switzerland,2019,34.49,-0.2
Switzerland,2020,35.36,2.51
Switzerland,2021,33.17,-6.19
Switzerland,2022,34.4,3.71
Switzerland,2023,35.73,3.88
Spain,1990,176.81,
Spain,1991,176.83,0.01
Spain,1992,174.09,-1.55
Spain,1993,182.48,4.82
Spain,1994,181.5,-0.54
Spain,1995,180.28,-0.67
Spain,1996,190.36,5.59
Spain,1997,189.55,-0.43
Spain,1998,199.93,5.48
Spain,1999,199.15,-0.39
Spain,2000,201.85,1.36
Spain,2001,201.68,-0.09
Spain,2002,196.88,-2.38
Spain,2003,198.52,0.83
Spain,2004,197.39,-0.57
Spain,2005,226.78,14.89
Spain,2006,204.17,-9.97
Spain,2007,211.91,3.79
Spain,2008,213.17,0.6
Spain,2009,215.91,1.29
Spain,2010,216.15,0.11
Spain,2011,209.79,-2.94
Spain,2012,217.78,3.81
Spain,2013,217.29,-0.22
Spain,2014,228.13,4.99
Spain,2015,226.5,-0.71
Spain,2016,228.69,0.96
Spain,2017,237.28,3.76
Spain,2018,233.84,-1.45
Spain,2019,246.97,5.61
Spain,2020,239.69,-2.95
Spain,2021,246.4,2.8
Spain,2022,237.18,-3.74
Spain,2023,254.16,7.16
Italy,1990,221.28,
Italy,1991,229.66,3.79
Italy,1992,232.03,1.03
Italy,1993,231.43,-0.26
Italy,1994,237.06,2.43
Italy,1995,235.64,-0.6
Italy,1996,251.02,6.53
Italy,1997,251.0,-0.01
Italy,1998,250.62,-0.15
Italy,1999,241.07,-3.81
Italy,2000,244.46,1.41
Italy,2001,250.59,2.51
Italy,2002,256.66,2.42
Italy,2003,264.95,3.23
Italy,2004,257.21,-2.92
Italy,2005,276.64,7.55
Italy,2006,270.11,-2.36
Italy,2007,256.48,-5.05
Italy,2008,271.91,6.02
Italy,2009,257.1,-5.44
Italy,2010,275.25,7.06
Italy,2011,279.79,1.65
Italy,2012,282.1,0.82
Italy,2013,287.41,1.88
Italy,2014,289.65,0.78
Italy,2015,290.73,0.37
Italy,2016,312.35,7.44
Italy,2017,312.76,0.13
Italy,2018,294.2,-5.93
Italy,2019,319.09,8.46
Italy,2020,295.3,-7.45
Italy,2021,305.62,3.5
Italy,2022,330.63,8.18
Italy,2023,297.6,-9.99
New Zealand,1990,27.06,
New Zealand,1991,25.93,-4.18
New Zealand,1992,27.17,4.77
New Zealand,1993,27.48,1.14
New Zealand,1994,29.39,6.97
New Zealand,1995,27.62,-6.02
New Zealand,1996,28.59,3.52
New Zealand,1997,29.54,3.31
New Zealand,1998,29.11,-1.44
New Zealand,1999,28.95,-0.58
New Zealand,2000,29.97,3.53
New Zealand,2001,30.45,1.6
New Zealand,2002,31.52,3.52
New Zealand,2003,30.17,-4.29
New Zealand,2004,30.97,2.64
New Zealand,2005,32.04,3.46
New Zealand,2006,31.91,-0.39
New Zealand,2007,32.23,1.01
New Zealand,2008,32.74,1.57
New Zealand,2009,32.41,-1.01
New Zealand,2010,32.64,0.71
New Zealand,2011,34.23,4.87
New Zealand,2012,33.0,-3.58
New Zealand,2013,35.67,8.08
New Zealand,2014,35.03,-1.78
New Zealand,2015,33.8,-3.51
New Zealand,2016,35.79,5.89
New Zealand,2017,36.01,0.62
New Zealand,2018,37.0,2.75
New Zealand,2019,37.79,2.12
New Zealand,2020,36.45,-3.53
New Zealand,2021,36.41,-0.12
New Zealand,2022,36.86,1.23
New Zealand,2023,36.77,-0.25
Argentina,1990,123.18,
Argentina,1991,128.71,4.49
Argentina,1992,129.3,0.46
Argentina,1993,128.93,-0.28
Argentina,1994,129.55,0.48
Argentina,1995,135.5,4.6
Argentina,1996,133.68,-1.34
Argentina,1997,133.05,-0.47
Argentina,1998,138.33,3.96
Argentina,1999,139.46,0.82
Argentina,2000,137.64,-1.31
Argentina,2001,147.39,7.09
Argentina,2002,149.13,1.18
Argentina,2003,147.24,-1.27
Argentina,2004,149.26,1.37
Argentina,2005,152.68,2.29
Argentina,2006,151.78,-0.59
Argentina,2007,157.65,3.87
Argentina,2008,162.87,3.31
Argentina,2009,157.16,-3.51
Argentina,2010,160.49,2.12
Argentina,2011,164.21,2.32
Argentina,2012,160.0,-2.57
Argentina,2013,157.73,-1.42
Argentina,2014,169.36,7.37
Argentina,2015,158.66,-6.32
Argentina,2016,177.14,11.65
Argentina,2017,174.17,-1.68
Argentina,2018,172.32,-1.06
Argentina,2019,173.25,0.53
Argentina,2020,183.77,6.08
Argentina,2021,171.22,-6.83
Argentina,2022,171.65,0.25
Argentina,2023,176.24,2.67
Colombia,1990,59.03,
Colombia,1991,58.45,-0.99
Colombia,1992,61.31,4.9
Colombia,1993,62.05,1.2
Colombia,1994,61.03,-1.63
Colombia,1995,66.37,8.75
Colombia,1996,61.41,-7.47
Colombia,1997,62.37,1.56
Colombia,1998,66.36,6.4
Colombia,1999,65.97,-0.59
Colombia,2000,67.99,3.06
Colombia,2001,66.65,-1.97
Colombia,2002,66.55,-0.15
Colombia,2003,68.1,2.33
Colombia,2004,68.77,0.98
Colombia,2005,72.09,4.83
Colombia,2006,70.71,-1.92
Colombia,2007,74.16,4.89
Colombia,2008,74.56,0.54
Colombia,2009,76.35,2.39
Colombia,2010,76.82,0.62
Colombia,2011,77.34,0.68
Colombia,2012,78.09,0.97
Colombia,2013,75.9,-2.81
Colombia,2014,77.25,1.78
Colombia,2015,74.31,-3.81
Colombia,2016,80.08,7.77
Colombia,2017,78.53,-1.94
Colombia,2018,81.89,4.28
Colombia,2019,82.98,1.32
Colombia,2020,79.11,-4.67
Colombia,2021,80.68,2.0
Colombia,2022,83.1,2.99
Colombia,2023,83.43,0.4
Chile,1990,59.8,
Chile,1991,58.18,-2.71
Chile,1992,61.12,5.05
Chile,1993,58.66,-4.01
Chile,1994,58.52,-0.25
Chile,1995,64.69,10.55
Chile,1996,61.58,-4.8
Chile,1997,63.77,3.55
Chile,1998,62.83,-1.47
Chile,1999,63.58,1.19
Chile,2000,66.35,4.35
Chile,2001,67.08,1.1
Chile,2002,70.7,5.4
Chile,2003,70.38,-0.46
Chile,2004,69.66,-1.03
Chile,2005,72.59,4.2
Chile,2006,74.14,2.14
Chile,2007,73.4,-1.0
Chile,2008,72.38,-1.39
Chile,2009,76.3,5.42
Chile,2010,78.77,3.24
Chile,2011,77.06,-2.17
Chile,2012,80.38,4.31
Chile,2013,79.24,-1.43
Chile,2014,79.84,0.76
Chile,2015,76.05,-4.75
Chile,2016,76.74,0.9
Chile,2017,80.04,4.3
Chile,2018,76.87,-3.96
Chile,2019,80.23,4.38
Chile,2020,84.6,5.44
Chile,2021,81.55,-3.59
Chile,2022,85.32,4.62
Chile,2023,81.31,-4.7
Peru,1990,37.93,
Peru,1991,40.19,5.96
Peru,1992,39.74,-1.13
Peru,1993,40.33,1.5
Peru,1994,42.55,5.5
Peru,1995,42.57,0.04
Peru,1996,40.38,-5.14
Peru,1997,43.62,8.04
Peru,1998,41.68,-4.47
Peru,1999,42.93,3.01
Peru,2000,43.47,1.25
Peru,2001,45.36,4.35
Peru,2002,42.93,-5.35
Peru,2003,45.54,6.08
Peru,2004,46.14,1.32
Peru,2005,47.04,1.95
Peru,2006,46.13,-1.95
Peru,2007,48.33,4.77
Peru,2008,46.4,-3.99
Peru,2009,49.55,6.8
Peru,2010,48.91,-1.3
Peru,2011,46.84,-4.23
Peru,2012,49.99,6.73
Peru,2013,50.15,0.32
Peru,2014,49.84,-0.62
Peru,2015,49.75,-0.18
Peru,2016,51.0,2.51
Peru,2017,49.62,-2.7
Peru,2018,55.02,10.87
Peru,2019,51.07,-7.18
Peru,2020,52.29,2.4
Peru,2021,55.69,6.51
Peru,2022,55.29,-0.72
Peru,2023,56.02,1.31
Costa Rica,1990,5.85,
Costa Rica,1991,5.62,-4.03
Costa Rica,1992,5.56,-0.98
Costa Rica,1993,5.96,7.18
Costa Rica,1994,6.03,1.1
Costa Rica,1995,5.9,-2.11
Costa Rica,1996,5.8,-1.67
Costa Rica,1997,6.33,9.1
Costa Rica,1998,6.28,-0.76
Costa Rica,1999,5.99,-4.65
Costa Rica,2000,6.47,7.97
Costa Rica,2001,6.12,-5.45
Costa Rica,2002,6.37,4.17
Costa Rica,2003,6.32,-0.86
Costa Rica,2004,6.48,2.63
Costa Rica,2005,6.51,0.49
Costa Rica,2006,6.63,1.76
Costa Rica,2007,6.97,5.2
Costa Rica,2008,6.96,-0.22
Costa Rica,2009,7.1,2.05
Costa Rica,2010,7.27,2.41
Costa Rica,2011,7.03,-3.28
Costa Rica,2012,7.2,2.4
Costa Rica,2013,7.37,2.39
Costa Rica,2014,7.7,4.48
Costa Rica,2015,7.6,-1.35
Costa Rica,2016,7.78,2.4
Costa Rica,2017,7.77,-0.09
Costa Rica,2018,7.86,1.07
Costa Rica,2019,7.28,-7.4
Costa Rica,2020,7.97,9.46
Costa Rica,2021,7.88,-1.04
Costa Rica,2022,7.92,0.44
Costa Rica,2023,7.85,-0.85
Vietnam,1990,150.06,
Vietnam,1991,160.82,7.17
Vietnam,1992,169.86,5.62
Vietnam,1993,164.77,-2.99
Vietnam,1994,180.53,9.57
Vietnam,1995,183.07,1.4
Vietnam,1996,187.53,2.44
Vietnam,1997,202.23,7.84
Vietnam,1998,204.68,1.21
Vietnam,1999,209.34,2.27
Vietnam,2000,215.31,2.86
Vietnam,2001,229.16,6.43
Vietnam,2002,234.01,2.12
Vietnam,2003,233.03,-0.42
Vietnam,2004,241.51,3.64
Vietnam,2005,253.21,4.84
Vietnam,2006,264.62,4.51
Vietnam,2007,259.83,-1.81
Vietnam,2008,279.15,7.43
Vietnam,2009,274.99,-1.49
Vietnam,2010,312.43,13.62
Vietnam,2011,287.29,-8.05
Vietnam,2012,295.31,2.79
Vietnam,2013,311.12,5.35
Vietnam,2014,307.6,-1.13
Vietnam,2015,331.02,7.61
Vietnam,2016,347.67,5.03
Vietnam,2017,332.76,-4.29
Vietnam,2018,345.3,3.77
Vietnam,2019,344.92,-0.11
Vietnam,2020,357.2,3.56
Vietnam,2021,379.68,6.29
Vietnam,2022,380.83,0.3
Vietnam,2023,367.47,-3.51
Thailand,1990,219.74,
Thailand,1991,220.12,0.17
Thailand,1992,218.54,-0.71
Thailand,1993,213.79,-2.18
Thailand,1994,221.24,3.48
Thailand,1995,218.17,-1.39
Thailand,1996,229.37,5.14
Thailand,1997,226.73,-1.15
Thailand,1998,216.07,-4.7
Thailand,1999,240.81,11.45
Thailand,2000,238.36,-1.02
Thailand,2001,247.46,3.82
Thailand,2002,241.41,-2.44
Thailand,2003,246.49,2.1
Thailand,2004,256.09,3.9
Thailand,2005,253.41,-1.05
Thailand,2006,255.39,0.78
Thailand,2007,280.58,9.86
Thailand,2008,257.29,-8.3
Thailand,2009,262.63,2.07
Thailand,2010,277.73,5.75
Thailand,2011,260.26,-6.29
Thailand,2012,260.99,0.28
Thailand,2013,260.41,-0.22
Thailand,2014,279.2,7.22
Thailand,2015,282.71,1.26
Thailand,2016,286.43,1.32
Thailand,2017,271.41,-5.24
Thailand,2018,294.22,8.4
Thailand,2019,298.66,1.51
Thailand,2020,290.15,-2.85
Thailand,2021,293.99,1.32
Thailand,2022,302.41,2.86
Thailand,2023,302.39,-0.0
Philippines,1990,92.75,
Philippines,1991,89.17,-3.87
Philippines,1992,92.85,4.13
Philippines,1993,91.07,-1.92
Philippines,1994,97.49,7.05
Philippines,1995,98.39,0.92
Philippines,1996,97.73,-0.67
Philippines,1997,100.07,2.4
Philippines,1998,95.67,-4.4
Philippines,1999,104.14,8.85
Philippines,2000,101.26,-2.77
Philippines,2001,104.27,2.97
Philippines,2002,108.55,4.11
Philippines,2003,103.8,-4.38
Philippines,2004,111.24,7.16
Philippines,2005,108.95,-2.05
Philippines,2006,109.81,0.79
Philippines,2007,112.74,2.67
Philippines,2008,107.87,-4.32
Philippines,2009,115.25,6.84
Philippines,2010,114.61,-0.55
Philippines,2011,119.16,3.97
Philippines,2012,115.98,-2.67
Philippines,2013,116.62,0.56
Philippines,2014,120.4,3.24
Philippines,2015,120.04,-0.3
Philippines,2016,117.14,-2.41
Philippines,2017,121.88,4.04
Philippines,2018,128.47,5.41
Philippines,2019,124.58,-3.02
Philippines,2020,122.81,-1.42
Philippines,2021,130.0,5.86
Philippines,2022,121.3,-6.7
Philippines,2023,121.37,0.06
Pakistan,1990,91.99,
Pakistan,1991,96.66,5.08
Pakistan,1992,100.94,4.43
Pakistan,1993,101.62,0.67
Pakistan,1994,108.07,6.34
Pakistan,1995,107.97,-0.09
Pakistan,1996,117.61,8.93
Pakistan,1997,115.12,-2.12
Pakistan,1998,124.56,8.2
Pakistan,1999,130.27,4.59
Pakistan,2000,126.37,-3.0
Pakistan,2001,135.38,7.13
Pakistan,2002,145.03,7.12
Pakistan,2003,152.6,5.22
Pakistan,2004,143.19,-6.16
Pakistan,2005,155.67,8.71
Pakistan,2006,152.37,-2.12
Pakistan,2007,155.83,2.27
Pakistan,2008,174.49,11.98
Pakistan,2009,174.08,-0.24
Pakistan,2010,170.58,-2.01
Pakistan,2011,180.12,5.59
Pakistan,2012,186.61,3.6
Pakistan,2013,188.24,0.87
Pakistan,2014,204.26,8.51
Pakistan,2015,199.05,-2.55
Pakistan,2016,181.71,-8.71
Pakistan,2017,202.01,11.17
Pakistan,2018,203.33,0.65
Pakistan,2019,210.76,3.66
Pakistan,2020,216.29,2.62
Pakistan,2021,216.04,-0.12
Pakistan,2022,217.17,0.53
Pakistan,2023,237.97,9.58
Iran,1990,293.16,
Iran,1991,294.9,0.59
Iran,1992,320.32,8.62
Iran,1993,333.5,4.11
Iran,1994,352.76,5.77
Iran,1995,341.63,-3.16
Iran,1996,374.32,9.57
Iran,1997,371.81,-0.67
Iran,1998,405.25,8.99
Iran,1999,402.3,-0.73
Iran,2000,389.14,-3.27
Iran,2001,431.02,10.76
Iran,2002,419.78,-2.61
Iran,2003,453.51,8.03
Iran,2004,468.62,3.33
Iran,2005,476.59,1.7
Iran,2006,473.26,-0.7
Iran,2007,491.31,3.81
Iran,2008,508.07,3.41
Iran,2009,530.26,4.37
Iran,2010,568.35,7.18
Iran,2011,572.08,0.66
Iran,2012,565.0,-1.24
Iran,2013,608.48,7.69
Iran,2014,574.45,-5.59
Iran,2015,624.58,8.73
Iran,2016,621.67,-0.46
Iran,2017,642.44,3.34
Iran,2018,663.35,3.25
Iran,2019,650.31,-1.97
Iran,2020,693.07,6.58
Iran,2021,689.57,-0.5
Iran,2022,753.56,9.28
Iran,2023,709.15,-5.89
UAE,1990,91.35,
UAE,1991,93.75,2.62
UAE,1992,92.54,-1.28
UAE,1993,103.96,12.34
UAE,1994,100.54,-3.29
UAE,1995,100.58,0.04
UAE,1996,114.62,13.96
UAE,1997,119.43,4.2
UAE,1998,119.87,0.36
UAE,1999,122.67,2.34
UAE,2000,133.66,8.96
UAE,2001,134.37,0.53
UAE,2002,132.85,-1.13
UAE,2003,142.54,7.29
UAE,2004,138.09,-3.12
UAE,2005,144.93,4.95
UAE,2006,146.59,1.14
UAE,2007,145.07,-1.04
UAE,2008,153.65,5.92
UAE,2009,169.23,10.13
UAE,2010,161.69,-4.45
UAE,2011,168.34,4.11
UAE,2012,169.02,0.41
UAE,2013,183.73,8.7
UAE,2014,183.05,-0.37
UAE,2015,189.75,3.66
UAE,2016,190.35,0.32
UAE,2017,188.07,-1.2
UAE,2018,193.07,2.66
UAE,2019,207.93,7.7
UAE,2020,206.44,-0.72
UAE,2021,215.66,4.46
UAE,2022,194.35,-9.88
UAE,2023,225.96,16.27
Qatar,1990,43.35,
Qatar,1991,48.98,12.99
Qatar,1992,47.23,-3.58
Qatar,1993,49.98,5.84
Qatar,1994,52.95,5.93
Qatar,1995,52.48,-0.88
Qatar,1996,57.34,9.26
Qatar,1997,56.74,-1.05
Qatar,1998,62.15,9.54
Qatar,1999,63.29,1.83
Qatar,2000,64.75,2.3
Qatar,2001,64.35,-0.61
Qatar,2002,67.33,4.63
Qatar,2003,70.37,4.51
Qatar,2004,67.35,-4.3
Qatar,2005,72.48,7.62
Qatar,2006,77.81,7.35
Qatar,2007,74.71,-3.99
Qatar,2008,82.7,10.7
Qatar,2009,80.08,-3.16
Qatar,2010,84.41,5.41
Qatar,2011,82.63,-2.11
Qatar,2012,88.83,7.5
Qatar,2013,90.78,2.2
Qatar,2014,94.64,4.25
Qatar,2015,97.3,2.81
Qatar,2016,99.07,1.82
Qatar,2017,98.07,-1.01
Qatar,2018,95.78,-2.33
Qatar,2019,105.45,10.09
Qatar,2020,99.35,-5.78
Qatar,2021,103.99,4.67
Qatar,2022,109.73,5.52
Qatar,2023,110.79,0.97
Kenya,1990,16.14,
Kenya,1991,15.6,-3.35
Kenya,1992,15.0,-3.85
Kenya,1993,15.86,5.78
Kenya,1994,16.28,2.61
Kenya,1995,16.22,-0.36
Kenya,1996,17.29,6.62
Kenya,1997,16.66,-3.64
Kenya,1998,16.25,-2.45
Kenya,1999,17.42,7.2
Kenya,2000,16.78,-3.68
Kenya,2001,18.47,10.09
Kenya,2002,17.92,-3.0
Kenya,2003,17.22,-3.92
Kenya,2004,18.76,8.96
Kenya,2005,19.68,4.88
Kenya,2006,17.45,-11.3
Kenya,2007,19.27,10.44
Kenya,2008,19.24,-0.18
Kenya,2009,19.26,0.12
Kenya,2010,19.56,1.54
Kenya,2011,19.85,1.47
Kenya,2012,19.35,-2.53
Kenya,2013,20.8,7.51
Kenya,2014,19.34,-7.03
Kenya,2015,21.55,11.43
Kenya,2016,21.49,-0.26
Kenya,2017,20.01,-6.9
Kenya,2018,20.94,4.66
Kenya,2019,22.04,5.26
Kenya,2020,21.03,-4.61
Kenya,2021,21.43,1.94
Kenya,2022,21.47,0.19
Kenya,2023,22.7,5.72
Ghana,1990,15.12,
Ghana,1991,15.59,3.14
Ghana,1992,16.05,2.94
Ghana,1993,15.89,-0.98
Ghana,1994,15.77,-0.78
Ghana,1995,15.73,-0.26
Ghana,1996,15.83,0.65
Ghana,1997,16.19,2.27
Ghana,1998,16.11,-0.52
Ghana,1999,16.81,4.35
Ghana,2000,17.54,4.34
Ghana,2001,17.61,0.4
Ghana,2002,17.34,-1.54
Ghana,2003,17.43,0.52
Ghana,2004,17.63,1.18
Ghana,2005,17.61,-0.14
Ghana,2006,17.88,1.56
Ghana,2007,19.17,7.21
Ghana,2008,18.16,-5.23
Ghana,2009,19.17,5.54
Ghana,2010,19.0,-0.89
Ghana,2011,20.98,10.43
Ghana,2012,18.69,-10.92
Ghana,2013,20.07,7.38
Ghana,2014,19.95,-0.6
Ghana,2015,19.88,-0.36
Ghana,2016,20.74,4.34
Ghana,2017,20.84,0.48
Ghana,2018,20.27,-2.74
Ghana,2019,21.41,5.62
Ghana,2020,21.59,0.83
Ghana,2021,22.38,3.68
Ghana,2022,21.34,-4.67
Ghana,2023,22.9,7.33
Senegal,1990,9.05,
Senegal,1991,8.67,-4.15
Senegal,1992,9.48,9.34
Senegal,1993,9.43,-0.55
Senegal,1994,9.31,-1.2
Senegal,1995,9.96,6.89
Senegal,1996,9.66,-2.94
Senegal,1997,10.22,5.78
Senegal,1998,10.01,-2.06
Senegal,1999,10.38,3.7
Senegal,2000,10.48,0.94
Senegal,2001,10.53,0.53
Senegal,2002,10.18,-3.38
Senegal,2003,10.91,7.22
Senegal,2004,10.75,-1.55
Senegal,2005,11.51,7.09
Senegal,2006,11.13,-3.28
Senegal,2007,11.34,1.88
Senegal,2008,10.95,-3.44
Senegal,2009,11.19,2.16
Senegal,2010,11.47,2.58
Senegal,2011,11.15,-2.81
Senegal,2012,11.26,1.01
Senegal,2013,11.75,4.34
Senegal,2014,11.88,1.09
Senegal,2015,12.1,1.83
Senegal,2016,12.55,3.73
Senegal,2017,12.11,-3.48
Senegal,2018,12.63,4.27
Senegal,2019,12.44,-1.5
Senegal,2020,12.54,0.79
Senegal,2021,12.83,2.3
Senegal,2022,12.05,-6.07
Senegal,2023,12.99,7.8
Morocco,1990,51.49,
Morocco,1991,51.69,0.38
Morocco,1992,50.8,-1.72
Morocco,1993,53.8,5.9
Morocco,1994,52.09,-3.18
Morocco,1995,57.33,10.06
Morocco,1996,56.14,-2.07
Morocco,1997,54.34,-3.22
Morocco,1998,56.73,4.4
Morocco,1999,59.9,5.59
Morocco,2000,58.19,-2.85
Morocco,2001,59.42,2.11
Morocco,2002,59.93,0.86
Morocco,2003,61.04,1.85
Morocco,2004,58.79,-3.68
Morocco,2005,62.54,6.38
Morocco,2006,62.24,-0.48
Morocco,2007,69.64,11.9
Morocco,2008,64.24,-7.76
Morocco,2009,64.43,0.3
Morocco,2010,67.96,5.47
Morocco,2011,66.36,-2.35
Morocco,2012,67.86,2.26
Morocco,2013,66.24,-2.39
Morocco,2014,71.91,8.55
Morocco,2015,68.07,-5.34
Morocco,2016,70.84,4.07
Morocco,2017,73.13,3.23
Morocco,2018,70.75,-3.25
Morocco,2019,72.07,1.88
Morocco,2020,74.03,2.71
Morocco,2021,74.93,1.21
Morocco,2022,71.68,-4.34
Morocco,2023,75.18,4.89
